,MC,HR,VT
AL,1.0000000000687979,0.0,0.0
AK,1.0000000000847322,0.0,0.0
AZ,1.000000000042197,0.0,0.0
AR,1.0000000000507767,0.0,0.0
CA,1.0000000000185916,0.0,0.0
CO,1.0000000000287412,0.0,0.0
CT,1.0000000000960523,0.0,0.0
DE,1.0000000000589433,0.0,0.0
DC,0.9899798976251276,0.010020102357933708,0.0
FL,1.0000000000262677,0.0,0.0
GA,1.000000000058594,0.0,0.0
HI,1.0000000000295521,0.0,0.0
ID,1.0000000000386924,0.0,0.0
IL,1.00000000007897,0.0,0.0
IN,1.0000000000469471,0.0,0.0
IA,1.0000000000767801,0.0,0.0
KS,1.000000000077817,0.0,0.0
KY,1.0000000000688798,0.0,0.0
LA,1.0000000000362397,0.0,0.0
ME,1.0000000000595797,0.0,0.0
MD,1.0000000000528555,0.0,0.0
MA,1.0000000000428448,0.0,0.0
MI,1.0000000000501152,0.0,0.0
MN,1.0000000000460807,0.0,0.0
MS,1.0000000000921307,0.0,0.0
MO,1.0000000000679707,0.0,0.0
MT,1.0000000000130849,0.0,0.0
NE,1.0000000000524847,0.0,0.0
NV,1.0000000001125269,0.0,0.0
NH,1.0000000000581024,0.0,0.0
NJ,1.0000000000634612,0.0,0.0
NM,1.0000000000834344,0.0,0.0
NY,1.0000000000664704,0.0,0.0
NC,1.0000000000489377,0.0,0.0
ND,1.0000000000462939,0.0,0.0
OH,1.0000000000646319,0.0,0.0
OK,1.0000000000793334,0.0,0.0
OR,1.000000000046772,0.0,0.0
PA,1.0000000000609461,0.0,0.0
RI,1.0000000000740086,0.0,0.0
SC,1.0000000000426794,0.0,0.0
SD,1.000000000079406,0.0,0.0
TN,1.0000000000586908,0.0,0.0
TX,1.0000000000515636,0.0,0.0
UT,1.0000000000059242,0.0,0.0
VT,1.0000000000694593,0.0,0.0
VA,1.0000000000671843,0.0,0.0
WA,1.000000000014069,0.0,0.0
WV,1.000000000087243,0.0,0.0
WI,1.0000000000657154,0.0,0.0
WY,1.0000000000666165,0.0,0.0
