,MC,HR,VT
AL,1.0000000000192246,0.0,0.0
AK,1.0000000000283318,0.0,0.0
AZ,1.0000000000278497,0.0,0.0
AR,1.0000000000173732,0.0,0.0
CA,1.0000000000220086,0.0,0.0
CO,1.0000000000215898,0.0,0.0
CT,1.0000000000446192,0.0,0.0
DE,1.0000000000214573,0.0,0.0
DC,1.0000000000025104,0.0,0.0
FL,1.0000000000176825,0.0,0.0
GA,1.0000000000232483,0.0,0.0
HI,1.0000000000087124,0.0,0.0
ID,1.0000000000235552,0.0,0.0
IL,1.0000000000372231,0.0,0.0
IN,1.0000000000127682,0.0,0.0
IA,1.000000000043347,0.0,0.0
KS,1.0000000000312645,0.0,0.0
KY,1.0000000000309277,0.0,0.0
LA,1.000000000020245,0.0,0.0
ME,1.000000000026313,0.0,0.0
MD,1.0000000000267384,0.0,0.0
MA,1.0000000000227445,0.0,0.0
MI,1.0000000000262987,0.0,0.0
MN,1.0000000000154692,0.0,0.0
MS,1.0000000000337816,0.0,0.0
MO,1.000000000031351,0.0,0.0
MT,1.000000000022451,0.0,0.0
NE,1.0000000000247582,0.0,0.0
NV,1.0000000000340854,0.0,0.0
NH,1.0000000000199196,0.0,0.0
NJ,1.0000000000290157,0.0,0.0
NM,1.000000000036003,0.0,0.0
NY,1.0000000000229872,0.0,0.0
NC,1.0000000000100524,0.0,0.0
ND,1.0000000000259748,0.0,0.0
OH,1.0000000000337603,0.0,0.0
OK,1.0000000000365084,0.0,0.0
OR,1.0000000000233615,0.0,0.0
PA,1.0000000000246498,0.0,0.0
RI,1.0000000000403735,0.0,0.0
SC,1.0000000000213196,0.0,0.0
SD,1.0000000000276108,0.0,0.0
TN,1.0000000000270655,0.0,0.0
TX,1.00000000002497,0.0,0.0
UT,0.9999999999985204,0.0,0.0
VT,1.0000000000279352,0.0,0.0
VA,1.0000000000279259,0.0,0.0
WA,1.0000000000071456,0.0,0.0
WV,1.0000000000292242,0.0,0.0
WI,1.0000000000273197,0.0,0.0
WY,1.0000000000423817,0.0,0.0
